namespace,callable,symbol,status,evidence,audit_priority
numpy.ma,numpy.ma.divide,divide,missing,not_found,high
numpy.ma,numpy.ma.dot,dot,missing,not_found,high
numpy.ma,numpy.ma.dstack,dstack,missing,not_found,high
numpy.ma,numpy.ma.ediff1d,ediff1d,missing,not_found,high
numpy.ma,numpy.ma.empty,empty,missing,not_found,high
numpy.ma,numpy.ma.empty_like,empty_like,missing,not_found,high
numpy.ma,numpy.ma.equal,equal,missing,not_found,high
numpy.ma,numpy.ma.exp,exp,missing,not_found,high
numpy.ma,numpy.ma.expand_dims,expand_dims,missing,not_found,high
numpy.ma,numpy.ma.fabs,fabs,missing,not_found,high
numpy.ma,numpy.ma.filled,filled,present,exported,high
numpy.ma,numpy.ma.fix_invalid,fix_invalid,missing,not_found,high
numpy.ma,numpy.ma.flatnotmasked_contiguous,flatnotmasked_contiguous,missing,not_found,high
numpy.ma,numpy.ma.flatnotmasked_edges,flatnotmasked_edges,missing,not_found,high
numpy.ma,numpy.ma.flatten_mask,flatten_mask,missing,not_found,high
numpy.ma,numpy.ma.flatten_structured_array,flatten_structured_array,missing,not_found,high
numpy.ma,numpy.ma.floor,floor,missing,not_found,high
numpy.ma,numpy.ma.floor_divide,floor_divide,missing,not_found,high
numpy.ma,numpy.ma.fmod,fmod,missing,not_found,high
numpy.ma,numpy.ma.frombuffer,frombuffer,missing,not_found,high
numpy.ma,numpy.ma.fromflex,fromflex,missing,not_found,high
numpy.ma,numpy.ma.fromfunction,fromfunction,missing,not_found,high
numpy.ma,numpy.ma.getdata,getdata,missing,not_found,high
numpy.ma,numpy.ma.getmask,getmask,missing,not_found,high
numpy.ma,numpy.ma.getmaskarray,getmaskarray,missing,not_found,high
numpy.ma,numpy.ma.greater,greater,missing,not_found,high
numpy.ma,numpy.ma.greater_equal,greater_equal,missing,not_found,high
numpy.ma,numpy.ma.harden_mask,harden_mask,missing,not_found,high
numpy.ma,numpy.ma.hsplit,hsplit,missing,not_found,high
numpy.ma,numpy.ma.hstack,hstack,missing,not_found,high
numpy.ma,numpy.ma.hypot,hypot,missing,not_found,high
numpy.ma,numpy.ma.identity,identity,missing,not_found,high
numpy.ma,numpy.ma.ids,ids,missing,not_found,high
numpy.ma,numpy.ma.in1d,in1d,missing,not_found,high
numpy.ma,numpy.ma.indices,indices,missing,not_found,high
numpy.ma,numpy.ma.inner,inner,missing,not_found,high
numpy.ma,numpy.ma.innerproduct,innerproduct,missing,not_found,high
numpy.ma,numpy.ma.intersect1d,intersect1d,missing,not_found,high
numpy.ma,numpy.ma.isMA,isMA,missing,not_found,high
numpy.ma,numpy.ma.isMaskedArray,isMaskedArray,missing,not_found,high
numpy.ma,numpy.ma.is_mask,is_mask,missing,not_found,high
numpy.ma,numpy.ma.is_masked,is_masked,missing,not_found,high
numpy.ma,numpy.ma.isarray,isarray,missing,not_found,high
numpy.ma,numpy.ma.isin,isin,missing,not_found,high
numpy.ma,numpy.ma.left_shift,left_shift,missing,not_found,high
numpy.ma,numpy.ma.less,less,missing,not_found,high
numpy.ma,numpy.ma.less_equal,less_equal,missing,not_found,high
numpy.ma,numpy.ma.log,log,missing,not_found,high
numpy.ma,numpy.ma.log10,log10,missing,not_found,high
numpy.ma,numpy.ma.log2,log2,missing,not_found,high
numpy.ma,numpy.ma.logical_and,logical_and,missing,not_found,high
numpy.ma,numpy.ma.logical_not,logical_not,missing,not_found,high
numpy.ma,numpy.ma.logical_or,logical_or,missing,not_found,high
numpy.ma,numpy.ma.logical_xor,logical_xor,missing,not_found,high
numpy.ma,numpy.ma.make_mask,make_mask,missing,not_found,high
numpy.ma,numpy.ma.make_mask_descr,make_mask_descr,missing,not_found,high
numpy.ma,numpy.ma.make_mask_none,make_mask_none,missing,not_found,high
numpy.ma,numpy.ma.mask_cols,mask_cols,missing,not_found,high
numpy.ma,numpy.ma.mask_or,mask_or,missing,not_found,high
numpy.ma,numpy.ma.mask_rowcols,mask_rowcols,missing,not_found,high
numpy.ma,numpy.ma.mask_rows,mask_rows,missing,not_found,high
numpy.ma,numpy.ma.masked_all,masked_all,missing,not_found,high
numpy.ma,numpy.ma.masked_all_like,masked_all_like,missing,not_found,high
numpy.ma,numpy.ma.masked_array,masked_array,missing,not_found,high
numpy.ma,numpy.ma.masked_equal,masked_equal,missing,not_found,high
numpy.ma,numpy.ma.masked_greater,masked_greater,missing,not_found,high
numpy.ma,numpy.ma.masked_greater_equal,masked_greater_equal,missing,not_found,high
numpy.ma,numpy.ma.masked_inside,masked_inside,missing,not_found,high
numpy.ma,numpy.ma.masked_invalid,masked_invalid,missing,not_found,high
numpy.ma,numpy.ma.masked_less,masked_less,missing,not_found,high
numpy.ma,numpy.ma.masked_less_equal,masked_less_equal,missing,not_found,high
numpy.ma,numpy.ma.masked_not_equal,masked_not_equal,missing,not_found,high
numpy.ma,numpy.ma.masked_object,masked_object,missing,not_found,high
numpy.ma,numpy.ma.masked_outside,masked_outside,missing,not_found,high
numpy.ma,numpy.ma.masked_values,masked_values,missing,not_found,high
numpy.ma,numpy.ma.masked_where,masked_where,missing,not_found,high
numpy.ma,numpy.ma.max,max,missing,not_found,high
numpy.ma,numpy.ma.maximum,maximum,missing,not_found,high
numpy.ma,numpy.ma.maximum_fill_value,maximum_fill_value,missing,not_found,high
numpy.ma,numpy.ma.mean,mean,present,exported,high
numpy.ma,numpy.ma.median,median,present,exported,high
numpy.ma,numpy.ma.min,min,missing,not_found,high
numpy.ma,numpy.ma.minimum,minimum,missing,not_found,high
numpy.ma,numpy.ma.minimum_fill_value,minimum_fill_value,missing,not_found,high
numpy.ma,numpy.ma.mod,mod,missing,not_found,high
numpy.ma,numpy.ma.multiply,multiply,missing,not_found,high
numpy.ma,numpy.ma.mvoid,mvoid,missing,not_found,high
numpy.ma,numpy.ma.ndenumerate,ndenumerate,missing,not_found,high
numpy.ma,numpy.ma.ndim,ndim,present,exported,high
numpy.ma,numpy.ma.negative,negative,missing,not_found,high
numpy.ma,numpy.ma.nonzero,nonzero,missing,not_found,high
numpy.ma,numpy.ma.not_equal,not_equal,missing,not_found,high
numpy.ma,numpy.ma.notmasked_contiguous,notmasked_contiguous,missing,not_found,high
numpy.ma,numpy.ma.notmasked_edges,notmasked_edges,missing,not_found,high
numpy.ma,numpy.ma.ones,ones,missing,not_found,high
numpy.ma,numpy.ma.ones_like,ones_like,missing,not_found,high
numpy.ma,numpy.ma.outer,outer,missing,not_found,high
numpy.ma,numpy.ma.outerproduct,outerproduct,missing,not_found,high
numpy.ma,numpy.ma.polyfit,polyfit,missing,not_found,high
numpy.ma,numpy.ma.power,power,missing,not_found,high
numpy.ma,numpy.ma.prod,prod,missing,not_found,high
numpy.ma,numpy.ma.product,product,missing,not_found,high
numpy.ma,numpy.ma.ptp,ptp,missing,not_found,high
numpy.ma,numpy.ma.put,put,missing,not_found,high
numpy.ma,numpy.ma.putmask,putmask,missing,not_found,high
numpy.ma,numpy.ma.ravel,ravel,missing,not_found,high
numpy.ma,numpy.ma.remainder,remainder,missing,not_found,high
numpy.ma,numpy.ma.repeat,repeat,missing,not_found,high
numpy.ma,numpy.ma.reshape,reshape,missing,not_found,high
numpy.ma,numpy.ma.resize,resize,missing,not_found,high
numpy.ma,numpy.ma.right_shift,right_shift,missing,not_found,high
numpy.ma,numpy.ma.round,round,missing,not_found,high
numpy.ma,numpy.ma.round_,round_,missing,not_found,high
numpy.ma,numpy.ma.row_stack,row_stack,missing,not_found,high
numpy.ma,numpy.ma.set_fill_value,set_fill_value,present,exported,high
numpy.ma,numpy.ma.setdiff1d,setdiff1d,missing,not_found,high
numpy.ma,numpy.ma.setxor1d,setxor1d,missing,not_found,high
numpy.ma,numpy.ma.shape,shape,present,exported,high
numpy.ma,numpy.ma.sin,sin,missing,not_found,high
numpy.ma,numpy.ma.sinh,sinh,missing,not_found,high
numpy.ma,numpy.ma.size,size,present,exported,high
numpy.ma,numpy.ma.soften_mask,soften_mask,missing,not_found,high
numpy.ma,numpy.ma.sometrue,sometrue,missing,not_found,high
numpy.ma,numpy.ma.sort,sort,missing,not_found,high
numpy.ma,numpy.ma.sqrt,sqrt,missing,not_found,high
numpy.ma,numpy.ma.squeeze,squeeze,missing,not_found,high
numpy.ma,numpy.ma.stack,stack,missing,not_found,high
numpy.ma,numpy.ma.std,std,present,exported,high
numpy.ma,numpy.ma.subtract,subtract,missing,not_found,high
numpy.ma,numpy.ma.sum,sum,present,exported,high
numpy.ma,numpy.ma.swapaxes,swapaxes,missing,not_found,high
numpy.ma,numpy.ma.take,take,missing,not_found,high
numpy.ma,numpy.ma.tan,tan,missing,not_found,high
numpy.ma,numpy.ma.tanh,tanh,missing,not_found,high
numpy.ma,numpy.ma.trace,trace,missing,not_found,high
numpy.ma,numpy.ma.transpose,transpose,missing,not_found,high
numpy.ma,numpy.ma.true_divide,true_divide,missing,not_found,high
numpy.ma,numpy.ma.union1d,union1d,missing,not_found,high
numpy.ma,numpy.ma.unique,unique,present,exported,high
numpy.ma,numpy.ma.vander,vander,missing,not_found,high
numpy.ma,numpy.ma.var,var,present,exported,high
numpy.ma,numpy.ma.vstack,vstack,missing,not_found,high
numpy.ma,numpy.ma.where,where,missing,not_found,high
numpy.ma,numpy.ma.zeros,zeros,missing,not_found,high
numpy.ma,numpy.ma.zeros_like,zeros_like,missing,not_found,high
numpy.char,numpy.char.add,add,present,exported,medium
numpy.char,numpy.char.array,array,missing,not_found,medium
numpy.char,numpy.char.asarray,asarray,missing,not_found,medium
numpy.char,numpy.char.capitalize,capitalize,present,exported,medium
numpy.char,numpy.char.center,center,present,exported,medium
numpy.char,numpy.char.chararray,chararray,missing,not_found,medium
numpy.char,numpy.char.compare_chararrays,compare_chararrays,missing,not_found,medium
numpy.char,numpy.char.count,count,present,exported,medium
numpy.char,numpy.char.decode,decode,missing,not_found,medium
numpy.char,numpy.char.encode,encode,missing,not_found,medium
numpy.char,numpy.char.endswith,endswith,present,exported,medium
numpy.char,numpy.char.equal,equal,present,exported,medium
numpy.char,numpy.char.expandtabs,expandtabs,present,exported,medium
numpy.char,numpy.char.find,find,present,exported,medium
numpy.char,numpy.char.greater,greater,present,exported,medium
numpy.char,numpy.char.greater_equal,greater_equal,present,exported,medium
numpy.char,numpy.char.index,index,present,exported,medium
numpy.char,numpy.char.isalnum,isalnum,present,exported,medium
numpy.char,numpy.char.isalpha,isalpha,present,exported,medium
numpy.char,numpy.char.isdecimal,isdecimal,missing,not_found,medium
numpy.char,numpy.char.isdigit,isdigit,present,exported,medium
numpy.char,numpy.char.islower,islower,missing,not_found,medium
numpy.char,numpy.char.isnumeric,isnumeric,present,exported,medium
numpy.char,numpy.char.isspace,isspace,present,exported,medium
numpy.char,numpy.char.istitle,istitle,missing,not_found,medium
numpy.char,numpy.char.isupper,isupper,missing,not_found,medium
numpy.char,numpy.char.join,join,present,exported,medium
numpy.char,numpy.char.less,less,present,exported,medium
numpy.char,numpy.char.less_equal,less_equal,present,exported,medium
numpy.char,numpy.char.ljust,ljust,present,exported,medium
numpy.char,numpy.char.lower,lower,present,exported,medium
numpy.char,numpy.char.lstrip,lstrip,present,exported,medium
numpy.char,numpy.char.mod,mod,missing,not_found,medium
numpy.char,numpy.char.multiply,multiply,present,exported,medium
numpy.char,numpy.char.not_equal,not_equal,present,exported,medium
numpy.char,numpy.char.partition,partition,present,exported,medium
numpy.char,numpy.char.replace,replace,present,exported,medium
numpy.char,numpy.char.rfind,rfind,present,exported,medium
numpy.char,numpy.char.rindex,rindex,present,exported,medium
numpy.char,numpy.char.rjust,rjust,present,exported,medium
numpy.char,numpy.char.rpartition,rpartition,present,exported,medium
numpy.char,numpy.char.rsplit,rsplit,present,exported,medium
numpy.char,numpy.char.rstrip,rstrip,present,exported,medium
numpy.char,numpy.char.split,split,present,exported,medium
numpy.char,numpy.char.splitlines,splitlines,present,exported,medium
numpy.char,numpy.char.startswith,startswith,present,exported,medium
numpy.char,numpy.char.str_len,str_len,present,exported,medium
numpy.char,numpy.char.strip,strip,present,exported,medium
numpy.char,numpy.char.swapcase,swapcase,present,exported,medium
numpy.char,numpy.char.title,title,present,exported,medium
numpy.char,numpy.char.translate,translate,missing,not_found,medium
numpy.char,numpy.char.upper,upper,present,exported,medium
numpy.char,numpy.char.zfill,zfill,present,exported,medium
numpy.testing,numpy.testing.IgnoreException,IgnoreException,missing,not_found,medium
numpy.testing,numpy.testing.KnownFailureException,KnownFailureException,missing,not_found,medium
numpy.testing,numpy.testing.SkipTest,SkipTest,missing,not_found,medium
numpy.testing,numpy.testing.TestCase,TestCase,missing,not_found,medium
numpy.testing,numpy.testing.assert_,assert_,missing,not_found,medium
numpy.testing,numpy.testing.assert_allclose,assert_allclose,present,exported,medium
numpy.testing,numpy.testing.assert_almost_equal,assert_almost_equal,missing,not_found,medium
numpy.testing,numpy.testing.assert_approx_equal,assert_approx_equal,missing,not_found,medium
numpy.testing,numpy.testing.assert_array_almost_equal,assert_array_almost_equal,present,exported,medium
numpy.testing,numpy.testing.assert_array_almost_equal_nulp,assert_array_almost_equal_nulp,missing,not_found,medium
numpy.testing,numpy.testing.assert_array_compare,assert_array_compare,missing,not_found,medium
numpy.testing,numpy.testing.assert_array_equal,assert_array_equal,present,exported,medium
numpy.testing,numpy.testing.assert_array_less,assert_array_less,present,exported,medium
numpy.testing,numpy.testing.assert_array_max_ulp,assert_array_max_ulp,missing,not_found,medium
numpy.testing,numpy.testing.assert_equal,assert_equal,missing,not_found,medium
numpy.testing,numpy.testing.assert_no_gc_cycles,assert_no_gc_cycles,missing,not_found,medium
numpy.testing,numpy.testing.assert_no_warnings,assert_no_warnings,missing,not_found,medium
numpy.testing,numpy.testing.assert_raises,assert_raises,missing,not_found,medium
numpy.testing,numpy.testing.assert_raises_regex,assert_raises_regex,missing,not_found,medium
numpy.testing,numpy.testing.assert_string_equal,assert_string_equal,missing,not_found,medium
numpy.testing,numpy.testing.assert_warns,assert_warns,missing,not_found,medium
numpy.testing,numpy.testing.break_cycles,break_cycles,missing,not_found,medium
numpy.testing,numpy.testing.build_err_msg,build_err_msg,missing,not_found,medium
numpy.testing,numpy.testing.check_support_sve,check_support_sve,missing,not_found,medium
numpy.testing,numpy.testing.clear_and_catch_warnings,clear_and_catch_warnings,missing,not_found,medium
numpy.testing,numpy.testing.decorate_methods,decorate_methods,missing,not_found,medium
numpy.testing,numpy.testing.jiffies,jiffies,missing,not_found,medium
numpy.testing,numpy.testing.measure,measure,missing,not_found,medium
numpy.testing,numpy.testing.memusage,memusage,missing,not_found,medium
numpy.testing,numpy.testing.print_assert_equal,print_assert_equal,missing,not_found,medium
numpy.testing,numpy.testing.run_threaded,run_threaded,missing,not_found,medium
numpy.testing,numpy.testing.rundocs,rundocs,missing,not_found,medium
numpy.testing,numpy.testing.runstring,runstring,missing,not_found,medium
numpy.testing,numpy.testing.suppress_warnings,suppress_warnings,missing,not_found,medium
numpy.testing,numpy.testing.tempdir,tempdir,missing,not_found,medium
numpy.testing,numpy.testing.temppath,temppath,missing,not_found,medium
numpy.typing,numpy.typing.NBitBase,NBitBase,missing,not_found,low
numpy.typing,numpy.typing.NDArray,NDArray,missing,not_found,low
numpy.ndarray Methods,numpy.ndarray.all,all,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.any,any,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.argmax,argmax,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.argmin,argmin,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.argpartition,argpartition,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.argsort,argsort,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.astype,astype,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.byteswap,byteswap,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.choose,choose,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.clip,clip,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.compress,compress,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.conj,conj,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.conjugate,conjugate,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.copy,copy,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.cumprod,cumprod,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.cumsum,cumsum,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.diagonal,diagonal,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.dot,dot,present,array_method,critical
numpy.ndarray Methods,numpy.ndarray.dump,dump,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.dumps,dumps,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.fill,fill,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.flatten,flatten,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.getfield,getfield,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.item,item,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.max,max,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.mean,mean,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.min,min,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.nonzero,nonzero,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.partition,partition,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.prod,prod,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.put,put,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.ravel,ravel,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.repeat,repeat,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.reshape,reshape,present,array_method,critical
numpy.ndarray Methods,numpy.ndarray.resize,resize,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.round,round,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.searchsorted,searchsorted,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.setfield,setfield,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.setflags,setflags,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.sort,sort,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.squeeze,squeeze,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.std,std,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.sum,sum,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.swapaxes,swapaxes,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.take,take,present,array_method,critical
numpy.ndarray Methods,numpy.ndarray.to_device,to_device,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.tobytes,tobytes,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.tofile,tofile,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.tolist,tolist,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.trace,trace,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.transpose,transpose,present,array_method,critical
numpy.ndarray Methods,numpy.ndarray.var,var,missing,not_found,critical
numpy.ndarray Methods,numpy.ndarray.view,view,missing,not_found,critical
numpy.ndarray Properties,numpy.ndarray.T,T,missing,not_found,critical
numpy.ndarray Properties,numpy.ndarray.base,base,missing,not_found,critical
numpy.ndarray Properties,numpy.ndarray.ctypes,ctypes,missing,not_found,critical
numpy.ndarray Properties,numpy.ndarray.data,data,present,array_field_or_method,critical
numpy.ndarray Properties,numpy.ndarray.device,device,missing,not_found,critical
numpy.ndarray Properties,numpy.ndarray.dtype,dtype,present,array_field_or_method,critical
numpy.ndarray Properties,numpy.ndarray.flags,flags,missing,not_found,critical
numpy.ndarray Properties,numpy.ndarray.flat,flat,missing,not_found,critical
numpy.ndarray Properties,numpy.ndarray.imag,imag,missing,not_found,critical
numpy.ndarray Properties,numpy.ndarray.itemsize,itemsize,missing,not_found,critical
numpy.ndarray Properties,numpy.ndarray.mT,mT,missing,not_found,critical
numpy.ndarray Properties,numpy.ndarray.nbytes,nbytes,missing,not_found,critical
numpy.ndarray Properties,numpy.ndarray.ndim,ndim,present,array_field_or_method,critical
numpy.ndarray Properties,numpy.ndarray.real,real,missing,not_found,critical
numpy.ndarray Properties,numpy.ndarray.shape,shape,present,array_field_or_method,critical
numpy.ndarray Properties,numpy.ndarray.size,size,present,array_field_or_method,critical
numpy.ndarray Properties,numpy.ndarray.strides,strides,present,array_field_or_method,critical
